지역,일시,수온,염분,유속,유의파고,유의파주기,풍속,월합강수량,최심적설
전북,2023-01-01,4.4,29.5,38.0,1.2,5.1,3.7,35.4,0
전북,2023-02-01,4.4,29.1,42.7,0.8,6.5,3.2,4.8,0
전북,2023-03-01,7.9,29.5,38.0,0.7,6.1,3.5,19.8,0
전북,2023-04-01,12.2,29.5,35.9,0.5,6.2,3.1,48.6,0
전북,2023-05-01,16.7,28.8,35.1,0.4,5.4,3.1,236.7,0
전북,2023-06-01,21.4,28.8,35.0,0.4,6.2,3.4,247.2,0
전북,2023-07-01,23.5,22.8,37.1,0.5,6.7,2.8,647.2,0
전북,2023-08-01,25.0,25.3,37.7,0.4,5.8,3.0,168.5,0
전북,2023-09-01,24.7,26.5,36.7,0.4,5.4,3.0,191.2,0
전북,2023-10-01,20.6,27.6,34.2,0.7,4.8,3.7,13.3,0
전북,2023-11-01,14.6,28.5,34.7,1.2,5.6,5.2,104.7,0
전북,2023-12-01,8.5,28.0,30.6,1.4,5.5,4.0,136.2,0
