지역,일시,수온,염분,유속,유의파고,유의파주기,풍속,월합강수량,최심적설
전북,2018-01-01,3.4,27.7,43.0,0.4,4.4,4.1,34.6,0
전북,2018-02-01,1.7,27.0,43.4,0.5,4.1,4.5,31.5,0
전북,2018-03-01,6.0,27.6,44.3,0.3,4.0,3.8,98.5,0
전북,2018-04-01,10.9,28.2,43.0,0.3,4.0,3.9,124.6,0
전북,2018-05-01,15.1,28.0,42.7,0.3,4.0,3.4,112.5,0
전북,2018-06-01,20.1,29.3,41.0,0.3,4.2,3.0,105.0,0
전북,2018-07-01,23.2,26.5,41.8,0.3,5.1,3.1,258.2,0
전북,2018-08-01,27.2,29.0,42.1,0.4,4.9,3.7,299.5,0
전북,2018-09-01,24.2,26.1,45.4,0.3,4.3,4.4,67.0,0
전북,2018-10-01,19.0,28.6,44.1,0.4,4.1,4.5,161.5,0
전북,2018-11-01,14.0,30.3,41.5,0.3,3.8,3.4,39.7,0
전북,2018-12-01,7.9,30.3,43.0,0.4,4.0,4.7,26.4,0
