지역,일시,수온,염분,유속,유의파고,유의파주기,풍속,월합강수량,최심적설
전북,2024-01-01,5.4,28.2,30.2,1.2,5.2,4.3,54.7,0
전북,2024-02-01,5.9,28.4,34.1,0.8,5.4,3.9,130.9,0
전북,2024-03-01,7.8,28.0,33.7,0.8,5.3,4.4,75.2,0
전북,2024-04-01,12.2,28.2,33.1,0.3,5.5,2.5,56.6,0
전북,2024-05-01,16.9,28.4,34.7,0.5,5.4,3.8,88.3,0
전북,2024-06-01,21.3,29.0,34.4,0.4,4.1,3.0,77.7,0
전북,2024-07-01,24.3,25.8,31.0,0.6,5.2,3.4,325.5,0
전북,2024-08-01,28.6,29.0,34.7,0.4,3.8,3.2,37.2,0
전북,2024-09-01,28.2,29.0,32.7,0.4,4.3,3.1,165.1,0
전북,2024-10-01,22.0,28.0,30.7,0.6,4.2,3.9,71.6,0
전북,2024-11-01,16.2,29.1,33.1,1.1,4.9,4.5,50.4,0
전북,2024-12-01,8.7,29.6,31.9,1.3,5.5,4.6,35.0,0
